title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
Quasimodo|Theme) ||||||||||y||
Que Reste-t-il De Nos Amours||||||||||||y|
Que Reste-t-il De Nos Amours 1||||||||||||y|
Que Reste-t-il De Nos Amours 2||||||||||||y|
Questar|Keith Jarrett||||||||||y||
Question And Answer|Pat Metheny||||||||||y||
Quicksilver|||||||2-301||||||
Quiet Now|Denny Zeitlin||||||1-356||||y||
R-vingt Six||||||||||||y|
Radio|Steve Swallow||||||||||y||
Rahsaan's Run|||||||3-246||||||
Rainbow Connection, The|Williams-Ascher||||||||||y||
Raincheck|Billy Strayhorn||||412|1942||||066,|y||
Ramblin'|||||||2-307||||||
Raven, The|||||||1-357||||||
Ray's Idea|||||780|1946||||036,|||
Re-re|||||||3-247||||||
Re: Person I Knew|Bill Evans||||||3-248||||y||
Real Guitarist, The|||||||1-358||||||
Recado Bossa Nova|Djalma Ferreira||||||2-302||||y||
Recordame|Joe Henderson||||||1-359||||y||
Red Clay|Freddie Hubbard||||||1-362||||y||
Red Cross|||||978|1945|2-303||||||
Red Sails In The Sunset|||||600|1935|||||||
Red Top|Lionel Hampton||||855|1947|3||||y||
Reflections|Thelonious Monk||||706|1952|1-11||||y||
Reincarnation Of A Lovebird|||||||1-360||||||
Relaxin' At Camarillo|Charlie Parker||||748|1947|||||y||
Relaxin' At Carmarillo|||||||3-249||||||
Remark You Made, A|||||||2-304||||||
Remember|Irving Berlin||||362|1925|||||y||
Resolution|||||||1-363||||||
Rhythm Changes 1||||||||||||y|
Rhythm-a-ning|Thelonious Monk||||347|1958|2-309||||y||
Rhythmes Gitanes||||||||||||y|
Ring Dem Bells|||||932|1930|1||||||
Riverboat Shuffle|||||985|1939|||||||
Road Song|Wes Montgomery||||||1-12||||y||
Robbin's Nest|Thompson-Jacquet||||710|1947|2-306|1||036,|y||
Rock-a-bye Your Baby With A Dixie Melody||||||||||||y|
Rockin' Chair|Hoagy Carmichael||||437|1929|3|2|||y||
Rockin' In Rhythm|||||369|1930|2||y||||
Rocks In My Bed|||||933|1941|||||||
Roll 'em|||||814|1938|||||||
Roll 'em Pete|||||930|1941|||||||
Romantique Voyage||||||||||||y|
Room 608|||||||3-252||||||
Rosalie|||||939|1937|||||||
Rose Of The Rio Grande|||||732|1922|||||||
Rose Room|Art Hickman||||199|1917|3|||079,|y||
Roses De Picardie||||||||||||y|
Rosetta|Earl Hines||||203|1933|2|2||006,|y||
Rosewood|||||||3-250||||||
Round Midnight|Thelonious Monk|y|y|y|4|1944|1-364||y|040,056,118,|y||
Round Trip|||||||2-307||||||
Route 66|Bobby Troup||||899|1946|2||||y||
Royal Garden Blues|||||204|1919||||100,||y|
Rubberneck|||||||2-308||||||
Ruby|||||637|1953||3|||||
Ruby My Dear|||||355|1945|1|1||036,056,|||
Ruby, My Dear|Thelonious Monk||||||||||y||
Rudolph The Red-nosed Reindeer|||||981|1949||||078,|||
Runnin' Wild|||||482|1922||||||y|
Russian Lullaby|||||469|1927|2|||||y|
S Wonderful|||||98|1927|||||||
S' Wonderful|George Gershwin||||||||||y||
S'posin'|Paul Denniker||||||||||y||
S.o.s.|Wes Montgomery||||||||||y||
Saga Of Harrison Crabfeathers, The|Steve Kuhn|y|y|y|||||||y||
Sail Away|Tom Harrell||||||||||y||
Saint James Infirmary|||||||2-325||||||
Saint Thomas|||||||3-253||||||
Salt Peanuts|Dizzy Gillespie||||796|1941|2-310||||y||
Samba De Orfeu|Luiz Bonfa||||||3-254||||y|y|
Samba Du Bois|||||||2-311||||||
Samba Recipe||||||||||||y|
Sambacide|||||||3-258||||||
Same Shame|||||||1-366||||||
San Francisco Holiday|Thelonious Monk||||||||||y||
Sandu|Clifford Brown||||||2-312||||y||
Santa Claus Is Coming To Town|||||417|1934||||078,|||
Santurce|||||||3-256||||||
Satellite|John Coltrane||||||||||y||
Satin Doll|Strayhorn-Ellington|y||y|45|1953|1-367|1||012,054,066,|y||
Save Your Love For Me|Buddy Johnson||||||||||y||
Say It|Over And Over Again) ||||||||||y||
Say It Isn't So|||||639|1932|3||||||
Scene|Tom Harrell||||||||||y||
Scene Is Clean, The|||||||2-411||||||
Scotch 'n' Soda|||||||1-368||||||
Scotch And Soda|Dave Guard||||||||||y||
Scrapple From The Apple|Charlie Parker||||271|1947|1-369|||i,006,069,|y||
Sea Journey|Chick Corea||||||1-370||||y||
Seabrook Revisited|||||||3-259||||||
Second Star To The Right, The|Sammy Fain||||||||||y||
Second Time Around, The|Jimmy Van-Heusen||||646|1960||3|||y||
Secret Love|Sammy Fain||||311|1953|3-260||y|061,|y||
See See Rider|||||468|1943|||||||
Seems To Me|||||||3-262||||||
Segment|Charlie Parker||||||||||y||
Self Portrait In 3 Colors|||||||1-372||||||
Semblence|||||||1-373||||||
Send In The Clowns|||||707|1973|||||||
Senjor Mouse|||||||1-374||||||
Sent For You Yesterday|||||816|1938|||||||
Sentimental Journey|Brown-Green-Homer|y|||792|1944|2||||y||
September In The Rain|Harry Warren||||274|1937|2-313||y|040,097,107,|y||
September Song|Kurt Weill||||76|1938|2-314|2||025,065,|y||
Serenade In Blue|||||693|1942|||y||||
Serenade To A Cuckoo|Roland Kirk||||||1-377||||y||
Serenade To A Soul Sister|||||||2-316||||||
Serenata|||||891|1949||3||052,|||
Serene|Eric Dolphy||||||2-315||||y||
Serenity|Joe Henderson||||||2-319||||y||
Serpent's Tooth|||||||3-263||||||
Seul(e) Ce Soir||||||||||||y|
Seul(e) Ce Soir 2||||||||||||y|
Seven Come Eleven|Goodman-Christian||||562|1940|1-378||||y||
Seven Steps To Heaven|Victor Feldman||||||1-379||||y||
Seventeen West|||||||2-317||||||
Shades Of Light|||||||1-380||||||
Shadow Of Your Smile, The|Johnny Mandel||||276|1965|1-381|3||034,|y||
Shanty In Old Shanty Town||||||||||||y|
Shaw 'nuff|Charlie Parker||||||||||y||
Shaw Nuff|||||601|1945|3-264|1|||||
She's Funny That Way|Charles Daniels||||192|1928|||||y||
Sheik Of Araby|||||165|1921||||100,||y|
Shim-me-sha-wabble|||||826|1917|||||||
Shine|Dabney-Mack-Brown||||498|1910|2||||y||
Shine On Harvest Moon|||||846|1908|||||||
Shiny Stockings|Frank Foster||||421|1955|2-318||y|i,|y||
Shoe Shine Boy|||||644|1936|||||||
Short Riff|||||||2-356||||||
Short Stop|||||||2-322||||||
Shutter Bug|||||||2-322||||||
Si Si|Charlie Parker||||||||||y||
Si Tu Savais||||||||||||y|
Sid's Delight|Tadd Dameron||||||||||y||
Sidewinder|||||727|1959|1-382|||106,|||
Silent Night, Holy Night|||||476|1818||||078,125,|||
Silver's Serenade|Horace Silver||||||2-320||||y||
Simone|Frank Foster||||||2-321||||y||
Since I Fell For You|Buddy Johnson||||197|1945|||y||y||
Sing Me Softly Of The Blues|||||||1-383||||||
Sing, Sing, Sing|||||624|1936|||||||
Singin' In The Rain|||||954|1929|||||||
Sippin' At Bell's|||||851|1947|2-325||||||
Sippin' At Bells|Miles Davis||||||||||y||
Sister Sadie|Horace Silver||||544|1959|3-266|||h,017,|y||
Skating In Central Park|John Lewis||||||1-384||||y||
Skippy|Thelonious Monk||||||||||y||
Skylark|Hoagy Carmichael||||62|1941|3-267|1||032,107,|y||
Skyliner|Charlie Barnet||||||||||y||
Sleepin' Bee, A|||||||3-268||||||
Sleeping Bee, A|||||||2-412||||||
Slipped Disc|Benny Goodman||||||2-326||||y||
Slow Hot Wind|Henry Mancini||||||||||y||
Slow, Hot; Wind|||||||2-328||||||
Slowly Gone, Bygone|||||||1-385||||||
Smile|Charles Chaplin||||524|1954|||||y||
Smiles|||||777|1917|||||||
Smoke Gets In Your Eyes|Jerome Kern||||99|1933|2-329|||055,085,|y||
Smoke Rings|Gifford-Washington||||||||||y||
Smooth Sailing|||||961|1959|||||||
Sno' Peas|Phil Markowitz||||||||||y||
Snowfall|||||900|1941|||||||
So Danco Samba 1||||||||||||y|
So In Love|Cole Porter||||443|1948|3-270||y|112,|y||
So Many Stars|Sergio Mendez||||||||||y||
So Nice|Summer Samba) ||||||||||y||
So Rare|||||946|1937|||||||
So Tender|Keith Jarrett||||||||||y||
So What|Miles Davis||||435|1959|1-399|||050,|y||
Soft Winds|||||314|1940|||||||
Softly As A Morning Sunrise|||||132|1928|2-330||y|040,085,118,|||
Softly, As In A Morning Sunrise|Sigmund Romberg||||||||||y||
Solar|Miles Davis||||402|1954|1-386|1||i,007,088,|y||
Solitude|Duke Ellington||||136|1934|1-387|3||012,|y||
Some Enchanted Evening|Richard Rodgers||||||||||y||
Some Nerve|||||||3-272||||||
Some Of These Days|||||405|1910||||080,||y|
Some Other Blues|John Coltrane||||||2-319||||y||
Some Other Spring|Herzog-Kitchings||||631|1939|1||||y||
Some Other Time|Leonard Bernstein||||||1-389||||y||
Some Skunk Funk|||||||1-390||||||
Somebody Loves Me|George Gershwin||||172|1924|1||y||y||
Somebody Stole My Gal|||||593|1918||||080,|||
Someday|You'll Be Sorry) ||||||||||y||
Someday My Prince Will Come|Frank Churchill||||240|1937|1-388|1||058,|y||
Someday Sweetheart|||||364|1919|||||||
Someone To Watch Over Me|George Gershwin||||77|1926|2-331||y|110,113,|y||
Someone's Rocking My Dreamboat||||||||||||y|
Something From Everyone|||||||3-273||||||
Something To Live For|||||439|1939|||||||
Sometime Ago|Sergio Mikanovich||||831|1962|1-392||||y||
Sometimes I Feel Like A Motherless Child|||||505|1918|||||||
Sometimes I'm Happy|Vincent Youmans||||149|1925|3||y||y||
Somewhere|Leonard Bernstein||||719|1956|||||y||
Son Of Mr Green Genes|||||||1-396||||||
Song|||||||1-393||||||
Song For Bilbad|||||||2-332||||||
Song For My Father|Horace Silver||||||1-394||||y||
Song For My Lady|||||||2-317||||||
Song For Sisyphus|||||||3-274||||||
Song Is Ended, The|||||598|1927|3||||||
Song Is You, The|Jerome Kern||||159|1932|1-395|||015,055,|y||
Songe D' Automne||||||||||||y|
Sonny Boy|||||664|1928|||||||
Sonnymoon For Two|Sonny Rollins||||||3-276||||y||
Soon|George Gershwin||||381|1929|3-277||y|022,|y||
Sophisticated Lady|Duke Ellington||||31|1933|1-397|2||012,|y||
Sorcerer, The|Herbie Hancock||||||1-398||||y||
Soul Eyes|Mal Waldron||||477|1957|2-333|||032,074,|y||
Soultrane|Tadd Dameron||||||2-334||||y||
Sound Lee|||||||2-335||||||
South|||||849|1924|||||||
Souvenir|Benny Carter||||||||||y||
Souvenirs||||||||||||y|
Space Circus Part 1|||||||1-400||||||
Space Circus Part 2|||||||1-402||||||
Spain|Chick Corea||||||||||y||
Speak Like A Child|Herbie Hancock||||||2-336||||y||
Speak Low|Kurt Weill||||120|1943|2-337|1||025,065,|y||
Speak No Evil|Wayne Shorter||||||1-404||||y||
Speevy||||||||||||y|
Spiral|||||||2-338||||||
Spiral Dance|||||||1-405||||||
Spirit Samba|||||||3-278||||||
Spring Can Really Hang You Up The Most|Tommy Wolf||||755|1955|2-339|2|||y||
Spring Is Here|Richard Rodgers||||228|1938|1-406|3||034,|y||
Squatty Roo|||||711|1941|||||||
Squeeze Me|||||171|1925|||||||
Squirrel|||||||3-282||||||
St Louis Blues|||||20|1914|2|||079,100,|||
St. James Infirmary|||||239|1928|2|||h,100,|||
St. Louis Blues|W.C. Handy||||||||||y||
St. Thomas|Sonny Rollins||||371|1956|2|1||h,008,074,|y||
Stablemates|Benny Golson||||424|1955|3-283|2||014,065,|y||
Stairway To The Stars|Matt Maineck||||||||||y||
Stairway To The Stars (Park Avenue Fantasy)|||||167|1935||3|||||
Star Crossed Lovers|||||829|1944|||||||
Star Dust|Hoagy Carmichael|||y|12|1929|2|2||052,107,|y||
Star Eyes|Gene DePaul||||87|1943|3-284|3||034,059,|y||
Star-crossed Lovers|Strayhorn-Ellington||||||1-407||||y||
Stardust|||||||2-340||||||
Stars Fell On Alabama|Frank Perkins||||238|1934|3-285|3||052,107,|y||
Stars Fell On Alabama 1||||||||||||y|
Steeple Chase|||||||3-286||||||
Stella By Starlight|Victor Young|y|y|y|10|1946|1-408|||022,059,068,085,093,|y||
Steps|||||||1-409||||||
Stolen Moments|Oliver Nelson||||853|1961|1-410|||073,|y||
Stompin' At Decca||||||||||||y|
Stompin' At The Savoy|Webb-Goodman-Sampson||||48|1936|1-411|3||034,|y||
Stormy Monday Blues|||||925|1942|||||||
Stormy Weather|Harold Arlen||||||3-287||||y||
Stormy Weather (Keeps Rainin' All The Time)|||||106|1933|3|1|y|044,|||
Straight Life|||||||2-343||||||
Straight No Chaser|Thelonious Monk||||163|1951|1-412||||y||
Straight Street|John Coltrane||||||||||y||
Straighten Up And Fly Right|Cole-Mills||||951|1944|||||y||
Strange Fruit|||||681|1940|||||||
Stranger In Paradise|||||968|1954||||049,||y|
Strangers In The Night|Bert Kaempfert||||||||||y||
Strayhorn 2|Gerry Mulligan||||||2-344||||y||
Street Louis Blues|||||||2-342||||||
Street Of Dreams|Victor Young||||376|1932|3-288|3||072,|y||
Strike Up The Band|George Gershwin||||320|1929|||y||y||
String Of Pearls|||||960|1941|||||||
Strode Rode|Sonny Rollins||||||2-345||||y||
Strollin'|Horace Silver||||709|1960|2-346|2||018,|y||
Struttin' With Some Barbecue|Lillian Armstrong||||556|1928|2-347||||y||
Stuff|||||||1-413||||||
Stuffy|||||692|1945|||||||
Stumbling||||||||||||y|
Sub-conscious-lee|||||||2-348||||||
Subconscious Lee|Lee Konitz||||||||||y||
Suddenly It's Spring|Jimmy Van-Heusen||||||||||y||
Sugar|Stanley Turrentine||||||1-414||||y||
Sugar (That Sugar Baby O' Mine)|||||269|1927|1|3||i,049,070,|||
Sugar Blues|||||791|1919|||||||
Sugar Foot Stomp|||||813|1926|||||||
Summer Band Camp|Mick Goodrick||||||||||y||
Summer In Central Park|||||||2-349||||||
Summer Knows, The|Michel Legrand||||608|1971|2-350||y||y||
Summer Night|||||839|1936|||||||
Summer Samba|||||||1-415||||||
Summer Serenade|Benny Carter||||||||||y||
Summer Time|||||||2-323||||||
Summertime|George Gershwin|y|y|y|3|1935|2||y|025,054,107,123,|y||
Summertime 1||||||||||||y|
Sun Down|Wes Montgomery||||||||||y||
Sunday|||||281|1926|||||||
Sunny|Bobby Hebb||||606|1966|3-289||y|049,|y||
Sunny Side Of The Street|||||||3-290||||||
Sunshine Express|||||||2-351||||||
Superstition|||||991|1972|||||||
Supplique Pour Etre Enterre Sur La Plague De Sete||||||||||||y|
Surrey With The Fringe On The Top|Richard Rodgers||||||||||y||
Surrey With The Fringe On Top, The|||||399|1943|1||||||
Svetlana||||||||||||y|
Sway|Ruiz-Gimbel||||||||||y||
Swedish Pastry|||||||1-416||||||
Sweeping Up|Steve Swallow||||||1-200||||y||
Sweet And Lovely|Arnheim-Daniels-Tobias||||142|1931|3|2||059,|y||
Sweet Chorus||||||||||||y|
Sweet Georgia Bright|Charles Lloyd||||||1-417||||y||
Sweet Georgia Brown|Pinkard-Casey-Bernie||||16|1925|2-353||y|039,067,070,084,|y||
Sweet Henry|||||||1-418||||||
Sweet Lorraine|Cliff Burwell||||37|1928|3-291|3||052,|y||
Sweet Rain|||||||1-419||||||
Sweet Sue, Just You|Harris-Young||||193|1928|2||||y||
Sweet Sue, Just You 1||||||||||||y|
Sweetest Sounds, The|Richard Rodgers||||||2-352||||y||
Sweethearts On Parade|||||956|1928|||||||
Swing 39||||||||||||y|
Swing 41||||||||||||y|
Swing 42||||||||||||y|
Swing 48||||||||||||y|
Swing 85 (Milko)||||||||||||y|
Swing De Paris||||||||||||y|
Swing Dentz Swing|||||||3-292||||||
Swing Des Puces||||||||||||y|
Swing For Jinny||||||||||||y|
Swing For Ninine||||||||||||y|
Swing Gitan||||||||||||y|
Swing Guitars||||||||||||y|
Swing Low, Sweet Chariot|||||478|Trad.|||||||
Swing Shift|||||||3-294||||||
Swing Star||||||||||||y|
Swing Valse||||||||||||y|
Swingin' Shepherd Blues|||||||2-323||||||
Swinging Love||||||||||||y|
Swinging Shepherd Blues, The|Koffman-Roberts-Jacobson||||||||||y||
Swinging The Blues|||||520|1938|||||||
Swinging With Django||||||||||||y|
Swingtime In Springtime||||||||||||y|
Sy Clone|||||||3-295||||||
Syeeda's Song Flute|||||||2-354||||||
Symphonie||||||||||||y|
Syracuse||||||||||||y|
S񟃡n歠Samba|Antonio-Carlos Jobim||||||||||y||
T.j.r.c.|||||||3-296||||||
Taboo|||||850|1934|||||||
Tadd's Delight|||||||2-357||||||
Tain't Nobody's Business If I Do|||||653|1922|||||||
Tain't What You Do|||||835|1939|2||||||
Take Five|Paul Desmond||||656|1960|1-420||y|090,105,|y||
Take The "a" Train|||||||1-421||||||
Take The A Train|Billy Strayhorn||||23|1941|1|1||012,065,066,|y||
Taking A Chance On Love|Vernon Duke||||214|1940|2-358|3|||y||
Tame Thy Pen|||||||1-422||||||
Tangerine|Victor Schertzinger||||212|1942|2-359|||022,|y||
Tautology|||||||2-360||||||
Tchavolo Swing||||||||||||y|
Tea For Two|Vincent Youmans||||59|1924|3-298||y|051,|y||
Tea For Two 1||||||||||||y|
Teach Me Tonight|Gene DePaul||||444|1953|3-297||y|041,|y||
Tears||||||||||||y|
Teenie' Blues|||||||2-361||||||
Tell Me A Bedtime Story|Herbie Hancock||||||1-424||||y||
Temptation|||||957|1933|||||||
Tempus Fugit|Bud Powell||||||||||y||
Tenderly|Walter Gross||||26|1946|2-362|1||044,|y||
Tenor Madness|Sonny Rollins||||||2-376||||y||
Thanks For The Memory|Leo Robin||||762|1937|1||||y||
That Old Black Magic|Harold Arlen||||180|1942|3||||y||
That Old Devil Called Love|||||824|1944|||||||
That Old Feeling|Brown-Fain||||244|1937|3-300|3||072,|y||
That's A Plenty|||||571|1914||||100,|||
That's All|Haymes-Brandt||||261|1952|3-301|2||041,107,|y||
Their's Tears|||||||3-307||||||
Theirs Tears|||||||2-363||||||
Thelonious|Thelonious Monk||||||||||y||
	Them There Eyes|Tracy-Tauber-Pinkard||||264|1930||2|||y||
	Them There Eyes 1||||||||||||y|
Theme From Maxine|||||||3-302||||||
Theme From Mr Broadway|||||||2-252||||||
Theme, The|Miles Davis||||||||||y||
Then I'll Be Tired Of You|||||551|1934|3-303||y||||
There Are Such Things|||||913|1942|3||||||
There Goes My Heart|||||||3-304||||||
There Is No Greater Love|Isham Jones||||52|1936|1-423|2||034,|y||
There Will Never Be Another You|Harry Warren|y|y|y|43|1942|1-426|1||044,093,|y||
There'll Be Some Changes Made|Benton Overstreet||||401|1921|1||||y||
There's A Lull In My Life|Harry Revel||||924|1937|||||y||
There's A Small Hotel|Richard Rodgers||||284|1936|2||y|020,|y||
There's No You|Hal Hopper||||518|1944|||y||y||
These Foolish Things|Strachey-Link||||28|1936|2-364|1|||y||
They All Laughed|George Gershwin||||927|1936|||y||y||
They Can't Take That Away From Me|George Gershwin||||86|1937|1-427||y||y||
They Didn't Believe Me|Jerome Kern||||446|1914|1|||080,|y||
They Say|Heyman-Mann-Weiss||||987|1938|||||y||
They Say It's Wonderful|Irving Berlin||||345|1946|3-306||||y||
Things Ain't What They Used To Be|Duke Ellington||||92|1942|3-308||||y||
Things To Come|||||||2-366||||||
Things We Did Last Summer, The|Cahn-Styne||||785|1946|2|||089,|y||
Think Of One|Thelonious Monk||||||||||y||
Think On Me|||||||1-428||||||
Third Man Theme||||||||||||y|
This Can't Be Love|Richard Rodgers||||123|1938|3-309|||089,|y||
This Could Be The Start Of Something Good|Steve Allen||||||||||y||
This I Dig Of You|Hank Mobley||||||2-367||||y||
This Is All I Ask|Gordon Jenkins||||997|1958|3||||y||
This Is Always|||||315|1946|||y||||
This Is New|Kurt Weill||||||||||y||
This Love Of Mine|||||590|1941|||||||
This Masquerade|Leon Russell||||||||||y||
This Time The Dream's On Me|||||416|1941|||||||
This Year's Kisses|Irving Berlin||||912|1937|2||||y||
Thou Swell|Richard Rodgers||||278|1927|1||y||y||
Three And One|||||||3-310||||||
Three Base Hit|||||||2-413||||||
Three Flowers|||||||1-429||||||
Three Little Words|Harry Ruby||||145|1930|3|2||051,|y||
Thrill Is Gone, The|Ray Henderson||||760|1931|3-311||||y||
Thriving From A Riff|Charlie Parker||||||||||y||
Thriving On A Riff|||||||2-368||||||
Thumper, The|||||||2-356||||||
Thyme's Time|||||||3-312||||||
Tickle Toe|||||679|1940|||||||
Tickle-toe|||||||2-369||||||
Tico Tico||||||||||||y|
Tico Tico (Tico No Fuba)|||||615|1943|||||||
Tidal Breeze|||||||3-314||||||
Tiger Rag|||||259|1917||||100,||y|
Till There Was You|Meredith Wilson||||||2-370||||y||
Time After Time|Jule Styne||||131|1947|2-371||y|041,107,|y||
Time For Love, A|||||||3-315||||||
Time On My Hands|Vincent Youmans||||156|1930|||||y||
Time Out|||||944|1937||||118,|||
Time Remembered|Bill Evans||||||1-432||||y||
Time Was|||||||3-318||||||
Times Lie|||||||3-316||||||
Tin Roof Blues|||||614|1923|||||||
Tin Tin Deo|Dizzy Gillespie||||623|1947|||||y||
Tiny Capers|Clifford Brown||||||3-319||||y||
Tippin'|||||||2-372||||||
Tis Autumn|Henry Nemo||||621|1941|||y||y||
Tis'|||||||3-320||||||
Title||Chrds|Prnt|Mp3|Rank|Year|||SRB|Aebersold|||
To Each His Own|||||1000|1946||||||y|
To Kill A Brick|||||||3-321||||||
Toad's Place|||||||2-374||||||
Together|||||749|1928||||029,|||
Tomorrow's Destiny|||||||2-373||||||
Tones For Joan's Bones|Chick Corea||||||1-430||||y||
Tonight|Bernstein-Sondheim||||916|1957|||||y||
Tonight You Belong To Me|Rose-David||||||||||y||
Too Close For Comfort|Bock-Weiss-Holofcener||||391|1956|3-322||||y||
Too Late Now|||||620|1950|3||||||
Too Marvelous For Words|Richard Whiting||||344|1937|3-323||y|039,|y||
Too Young|Lippman-Dee||||||||||y||
Too Young To Go Steady|Jimmy McHugh||||972|1955||||052,|y||
Topsy|||||385|1937|1|||||y|
Touch Of Your Lips, The|Ray Noble||||474|1936|3-324|||072,|y||
Tough Talk|||||||1-433||||||
Toy Tune|Wayne Shorter||||||||||y||
Toys|Herbie Hancock||||||||||y||
Train Samba|||||||1-434||||||
Training|Michel Petrucciani||||||||||y||
Trance|||||||1-435||||||
Trane's Blues|||||||2-376||||||
Travelin' Light|||||425|1943|||||||
	Tricotism|Oscar Pettiford||||||||||y||
	Tricrotism|||||||3-325||||||
Trinkle Tinkle|Thelonious Monk||||647|1952|||||y||
Triste|Antonio-Carlos Jobim||||879|1967|1-436|1||i,095,098,|y||
Troublant Bolero||||||||||||y|
Trouble In Mind|||||409|1926|||||||
Troubled Waters|Arthur Johnston||||||||||y||
Trust In Me|||||784|1936|||||||
Try A Little Tenderness|Harry Woods||||663|1932||||072,|y||
Tune 88|||||||3-326||||||
Tune Up|Miles Davis||||652|1953|1|1||i,007,065,067,|y||
Tune-up|||||||1-437||||||
Turn Around|||||||2-377||||||
Turn Out The Stars|Bill Evans||||||1-438||||y||
Turnaround|Ornette Coleman||||||||||y||
Tuxedo Junction|||||696|1940|||||||
Twelfth Year||||||||||||y|
Twilight In Turkey||||||||||||y|
Twisted|||||||2-361||||||
Twisted Blues|Wes Montgomery||||||||||y||
Two Cigarettes In The Dark||||||||||||y|
Two For The Road|Henry Mancini||||||||||y||
Two Not One|||||||2-378||||||
Two Sleepy People|||||817|1938|||||||
Ugly Beauty|Thelonious Monk||||||||||y||
Ultrafox||||||||||||y|
Un Peu De Reve||||||||||||y|
Un Poco Loco|||||793|1953|3-327||||||
Un Tour De Manege||||||||||||y|
Undecided|Charlie Shavers||||105|1939|||||y||
Under A Blanket Of Blue|Jerry Livingston||||645|1933|||||y||
Under Paris Skies||||||||||||y|
Une Histoire Simple||||||||||||y|
Unforgettable|Gordon Irving|y|||722|1951|3-328|2||058,|y||
Unit Seven|Sam Jones||||||||||y||
United|Wayne Shorter||||||||||y||
Unquity Road|||||||1-439||||||
Unrequited|Brad Mehldau||||||||||y||
Until I Met You (Corner Pocket)|||||522|1956|2||||||
Until The Real Thing Comes Along|||||317|1936|||||||
Untitled Tune|||||||1-481||||||
Up Jumped Spring|Freddie Hubbard||||||1-440||||y||
	Upper Manhattan Medical Group|Billy Strayhorn||||||1-441||||y||
	Upper Manhattan Medical Group (Ummg)|||||558|1956|1|||066,|||
Valse A Bamboula||||||||||||y|
Valse A Rosenthal||||||||||||y|
Valse Des Niglos||||||||||||y|
Valse Hot|Sonny Rollins||||||1-13||||y||
Valse Manouche||||||||||||y|
Vashkar|||||||1-442||||||
Vendredi 13||||||||||||y|
Venez-donc Chez Moi||||||||||||y|
Very Early|Bill Evans||||||1-443||||y||
Very Thought Of You, The|Ray Noble||||107|1934|3-329|||041,|y||
Vette||||||||||||y|
Violets For Your Furs|Adair-Dennis||||728|1941|3-330|||023,|y||
Viper's Dream||||||||||||y|
Virgo|Wayne Shorter||||||||||y||
Vonetta|||||||2-379||||||
Vous Et Moi||||||||||||y|
Vous Qui Passez Sans Me Voir||||||||||||y|
Voyage|Kenny Barron||||||||||y||
Wail|||||||3-331||||||
Wait Till You See Her|||||908|1942|1-445||||||
Walk On By|||||854|1961|||y||||
Walk Tall|Cannonball Adderley||||||2-382||||y||
Walk'in Thing, A|||||||2-381||||||
Walkin'|Miles Davis||||341|1949|||y|i,|y||
Walkin' My Baby Back Home|Ahlert-Turk||||577|1930|3||||y||
Walkin' Shoes|Gerry Mulligan||||||2-380||||y||
Walkin' Thing, A|||||||2-381||||||
Walkin' Up|Bill Evans||||||||||y||
Walking|||||||1-446||||||
Wall Street|||||||2-383||||||
Wall-eye Blues|||||||3-332||||||
Walter L|||||||1-447||||||
Waltz|||||||1-448||||||
Waltz For A Lovely Wife|||||||1-449||||||
	Waltz For Debby|Bill Evans||||512|1964|1|1|||y||
	Waltz For Derby|||||||1-450||||||
Waltzin|||||||1-451||||||
Warm Valley|Duke Ellington||||546|1940|2|3||048,|y||
Watch What Happens|Michel Legrand||||400|1964|2-384||||y||
Water Colors|||||||2-385||||||
Watermelon Man|Herbie Hancock||||609|1963|3-334|||011,054,085,|y||
Watersign|||||||2-386||||||
Wave|Antonio-Carlos Jobim||||216|1967|1-452|1||i,031,098,|y||
Way Down Yonder In New Orleans|||||368|1922||||100,|||
Way You Look Tonight, The|Jerome Kern||||27|1936|2-388|||055,061,|y||
Wayne's Thang|Kenny Garrett||||||||||y||
We See|Thelonious Monk||||||||||y||
We Will Meet Again|Bill Evans||||||||||y||
We'll Be Together Again|Carl Fisher||||241|1945|1-453|1|||y||
Weary Blues|||||613|1915|||||||
Webb City|Bud Powell||||||2-414||||y||
Webster||||||||||||y|
Weekend Blues|||||||2-389||||||
Well You Needn't|Thelonious Monk||||313|1944|1-454|1||056,|y||
Wendy|Paul Desmond||||||2-390||||y||
West Coast Blues|Wes Montgomery||||768|1960|1-455|1||i,043,062,|y||
West End Blues|||||648|1928|||||||
Wham|||||980|1939|||||||
What A Difference A Day Made|Maria Grever||||367|1934|3-335|2|||y||
What A Little Moonlight Can Do|Harry Woods||||||||||y||
What A Wonderful World|Weiss-Thiele||||945|1967|3||||y||
What Am I Here For|||||373|1942|1-456||y||||
What Are You Doing New Year's Eve|Frank Loesser||||974|1947|||||y||
What Are You Doing The Rest Of Your Life|Michel Legrand||||717|1969|1-457|3|||y||
What Is There To Say|||||232|1933|||||||
What Is This Thing Called Love|Cole Porter|y|y|y|8|1930|1-460||y|015,041,112,117,|y||
What Kind Of Fool Am I|||||993|1962|3-338||||||
What Was|||||||1-458||||||
What Will I Tell My Heart|||||819|1937|||||||
What'll I Do|Irving Berlin||||751|1924|2||||y||
What's New|Bob Haggard||||14|1939|2-391|||041,074,093,107,|y||
When A Woman Loves A Man|||||675|1938|||y||||
When Day Is Done|||||973|1924||||||y|
